URLs Downloaded, SizeKB, # of outlinks found, Content-type
https://www.nytimes.com/sitemap/1888/05/,80,59,text/html
https://www.nytimes.com/2023/08/04/books/review/ann-patchett-on-summer-love-and-her-new-novel.html?action=click&module=audio-series-bar&pgtype=Article&region=header,236,68,text/html
https://www.nytimes.com/issue/magazine/2021/07/30/8121-issue,272,50,text/html
https://www.nytimes.com/2021/05/22/style/they-grew-apart-then-became-close-again.html,232,39,text/html
https://www.nytimes.com/issue/magazine/2019/08/14/the-81119-issue,274,50,text/html
https://www.nytimes.com/2021/07/28/fashion/sunscreen-gets-a-glow-up.html,201,39,text/html
https://www.nytimes.com/2023/10/03/style/alexander-mcqueen-sean-mcgirr-creative-director.html,197,37,text/html
https://www.nytimes.com/issue/magazine/2021/08/20/82921-issue,271,50,text/html
https://www.nytimes.com/2021/02/18/world/middleeast/iran-american-prisoner-shargi.html,231,44,text/html
https://www.nytimes.com/sitemap/1877/06/,80,58,text/html
https://www.nytimes.com/issue/magazine/2021/11/19/112121,260,48,text/html
https://www.nytimes.com/2023/09/22/style/kim-hirsh-jonathan-fingerhut-wedding.html,211,33,text/html
https://www.nytimes.com/2023/09/29/books/review/an-audiobooks-bonanza.html?action=click&module=audio-series-bar&pgtype=Article&region=header,232,67,text/html
https://www.nytimes.com/2023/09/22/books/review/zadie-smith-drops-in-drew-barrymore-is-eased-out.html?action=click&module=audio-series-bar&pgtype=Article&region=header,233,66,text/html
https://www.nytimes.com/sitemap/1888/07/,80,59,text/html
https://www.nytimes.com/issue/magazine/2020/09/11/the-91320-issue,297,54,text/html
https://www.nytimes.com/sitemap/1877/08/,80,59,text/html
https://www.nytimes.com/2018/12/17/travel/five-strategies-for-stress-free-travel.html,187,36,text/html
https://www.nytimes.com/2018/05/08/world/middleeast/trump-iran-nuclear-deal.html,270,44,text/html
https://www.nytimes.com/sitemap/1888/11/,80,58,text/html
https://www.nytimes.com/interactive/2018/01/30/magazine/winter-olympics-alpine-skiing-lindsey-vonn-workout.html,267,54,text/html
https://www.nytimes.com/wirecutter/blog/thermometers-sold-out/,326,654,text/html
https://www.nytimes.com/2023/08/11/books/review/swallowed-by-a-whale-and-other-august-books.html?action=click&module=audio-series-bar&pgtype=Article&region=header,238,67,text/html
https://www.nytimes.com/wirecutter/guides/how-to-wash-bras/,372,671,text/html
https://www.nytimes.com/sitemap/2017/12/,80,59,text/html
https://www.nytimes.com/es/2023/05/16/espanol/martha-stewart-sports-illustrated.html,204,38,text/html
https://www.nytimes.com/interactive/2017/03/09/magazine/25-songs-that-tell-us-where-music-is-going.html,409,109,text/html
https://www.nytimes.com/wirecutter/blog/protect-your-privacy-in-mobile-phones/,415,738,text/html
https://www.nytimes.com/wirecutter/authors/nena-farrell/,318,645,text/html
https://www.nytimes.com/2023/07/28/books/review/why-is-it-so-darn-hot.html?action=click&module=audio-series-bar&pgtype=Article&region=header,237,68,text/html
https://www.nytimes.com/sitemap/2017/10/,80,59,text/html
https://www.nytimes.com/2022/08/17/well/mind/meditation-mindfulness-attention.html,215,35,text/html
https://www.nytimes.com/2023/09/18/world/middleeast/american-detainees-iran-us-swap.html,220,48,text/html
https://www.nytimes.com/sitemap/1888/02/,80,57,text/html
https://www.nytimes.com/wirecutter/blog/best-camera-for-vacation/,410,682,text/html
https://www.nytimes.com/2021/04/08/style/self-care-how-barely-there-botox-became-the-norm.html,220,36,text/html
https://www.nytimes.com/2023/09/16/world/middleeast/mahsa-amini-iran-protests-hijab-profile.html?searchResultPosition=1,243,42,text/html
https://www.nytimes.com/sitemap/1877/12/,80,59,text/html
https://www.nytimes.com/sitemap/1865/03/,80,59,text/html
https://www.nytimes.com/sitemap/2017/04/,80,58,text/html
https://www.nytimes.com/svc/oembed/json/?url=https%3A%2F%2Fwww.nytimes.com%2F2023%2F10%2F06%2Fbooks%2Freview%2Fwho-is-madonna-anyway.html,1,4,application/json
https://www.nytimes.com/wirecutter/electronics/camera-accessories/,383,667,text/html
https://www.nytimes.com/wirecutter/guides/what-is-5g/,389,692,text/html
https://www.nytimes.com/issue/magazine/2017/09/08/91017-issue,304,56,text/html
https://www.nytimes.com/2023/09/08/books/review/stephen-king-mystery-books-holly.html?action=click&module=audio-series-bar&pgtype=Article&region=header,243,68,text/html
https://www.nytimes.com/svc/oembed/json/?url=https%3A%2F%2Fwww.nytimes.com%2F2023%2F10%2F07%2Fbooks%2Fa-spy-thriller-and-a-prismatic-look-at-light.html,1,4,application/json
https://www.nytimes.com/sitemap/2017/02/,79,56,text/html
https://www.nytimes.com/2023/08/10/us/politics/iran-us-prisoner-swap.html?searchResultPosition=9,230,48,text/html
https://www.nytimes.com/sitemap/1877/02/,79,56,text/html
https://www.nytimes.com/2019/10/15/travel/digital-nomad-work-tourism.html,203,46,text/html
https://www.nytimes.com/sitemap/1888/12/,80,59,text/html
https://www.nytimes.com/2023/05/21/style/flamingo-estate.html,235,35,text/html
https://www.nytimes.com/sitemap/1877/04/,80,58,text/html
https://www.nytimes.com/newsletters/signup/RLW,81,29,text/html
https://www.nytimes.com/wirecutter/blog/ios-17-best-new-features/,346,653,text/html
https://www.nytimes.com/sitemap/2017/08/,80,59,text/html
https://www.nytimes.com/2023/07/14/books/review/great-books-first-half-2023.html?action=click&module=audio-series-bar&pgtype=Article&region=header,238,67,text/html
https://www.nytimes.com/2023/07/22/realestate/how-can-i-force-my-co-op-board-to-fix-a-ceiling-leak.html,207,34,text/html
https://www.nytimes.com/2023/08/26/realestate/condo-board-illegal-cameras.html,208,36,text/html
https://www.nytimes.com/column/audiobooks,352,58,text/html
https://www.nytimes.com/sitemap/2017/06/,80,58,text/html
https://www.nytimes.com/newsletters/read-like-the-wind,81,29,text/html
https://www.nytimes.com/wirecutter/reviews/best-usb-c-cables/,686,751,text/html
https://www.nytimes.com/sitemap/1877/10/,80,59,text/html
https://www.nytimes.com/interactive/2023/guide/fathers-day-gift-guide.html,54,11,text/html
https://www.nytimes.com/sitemap/1888/04/,80,58,text/html
https://www.nytimes.com/2023/04/11/realestate/spring-cleaning-tradition.html,236,43,text/html
https://www.nytimes.com/wirecutter/blog/do-vintage-turntables-sound-better/,332,654,text/html
https://www.nytimes.com/sitemap/1877/09/,80,58,text/html
https://www.nytimes.com/wirecutter/reviews/ios-vs-android/,384,674,text/html
https://www.nytimes.com/2023/06/06/opinion/relationships-dating-fighting.html,202,37,text/html
https://www.nytimes.com/sitemap/2017/11/,80,58,text/html
https://www.nytimes.com/svc/oembed/json/?url=https%3A%2F%2Fwww.nytimes.com%2F2023%2F10%2F06%2Fbooks%2Freview%2Faudiobook-of-the-week-whats-really-in-a-hot-dog.html,1,4,application/json
https://www.nytimes.com/2023/09/02/realestate/landlord-renter-advice-cleaning.html,212,36,text/html
https://www.nytimes.com/wirecutter/blog/somainnofit-smart-bra-review/,351,663,text/html
https://www.nytimes.com/wirecutter/kitchen-dining/entertaining/,461,700,text/html
https://www.nytimes.com/sitemap/1986/08/,80,59,text/html
https://www.nytimes.com/wirecutter/reviews/best-cell-phone-plan-international-travel/,506,691,text/html
https://www.nytimes.com/sitemap/2017/01/,80,59,text/html
https://www.nytimes.com/2023/09/05/opinion/opiate-addiction-recovery.html,204,37,text/html
https://www.nytimes.com/wirecutter/blog/iphone-12-charger-headphones-options/,366,666,text/html
https://www.nytimes.com/sitemap/1877/05/,80,59,text/html
https://www.nytimes.com/wirecutter/reviews/best-dog-poop-bags/,510,695,text/html
https://www.nytimes.com/wirecutter/lists/the-best-record-player-setup-for-beginners/,415,726,text/html
https://www.nytimes.com/2018/10/11/travel/five-things-leave-at-home-on-next-trip.html,195,36,text/html
https://www.nytimes.com/2021/07/07/style/how-the-french-manicure-made-its-comeback.html,211,43,text/html
https://www.nytimes.com/sitemap/1888/06/,80,58,text/html
https://www.nytimes.com/2023/05/09/opinion/cooking-feminism.html,203,39,text/html
https://www.nytimes.com/wirecutter/reviews/best-bluetooth-tracker/,554,719,text/html
https://www.nytimes.com/sitemap/2017/05/,80,59,text/html
https://www.nytimes.com/sitemap/1986/07/,80,59,text/html
https://www.nytimes.com/wirecutter/lists/gear-to-get-better-sound-from-your-tv/,423,737,text/html
https://www.nytimes.com/wirecutter/reviews/best-air-fryer-toaster-oven/,820,768,text/html
https://www.nytimes.com/sitemap/1888/10/,80,59,text/html
https://www.nytimes.com/2023/09/23/us/politics/cassidy-hutchinson-trump.html,220,34,text/html
https://www.nytimes.com/es/2023/02/27/espanol/como-recuperar-sentido-vida.html,210,36,text/html
https://www.nytimes.com/2019/03/26/travel/travel-longer-cheaper-better-hostels-for-beginners.html,205,46,text/html
https://www.nytimes.com/wirecutter/authors/brent-butterworth/,349,642,text/html
https://www.nytimes.com/wirecutter/reviews/best-qi-wireless-charging-power-banks/,625,722,text/html
https://www.nytimes.com/wirecutter/blog/cool-down-with-chill-week/,350,681,text/html
https://www.nytimes.com/wirecutter/reviews/best-smart-display-for-amazon-alexa-and-google-assistant/,648,710,text/html
https://www.nytimes.com/wirecutter/blog/soundbar-vs-surround-sound-system/,366,660,text/html
https://www.nytimes.com/video/opinion/100000009022356/a-robust-heart.html,1068,101,text/html
https://www.nytimes.com/wirecutter/home-garden/garage/,443,695,text/html
https://www.nytimes.com/2023/08/08/opinion/british-torture-northern-ireland.html,204,42,text/html
https://www.nytimes.com/wirecutter/authors/caira-blackwell/,322,642,text/html
https://www.nytimes.com/wirecutter/blog/cell-phone-data-upgrades-coronavirus/,338,668,text/html
https://www.nytimes.com/wirecutter/blog/soundbar-can-help-hear-dialogue/,362,665,text/html
https://www.nytimes.com/international/section/style/self-care,933,124,text/html
https://www.nytimes.com/wirecutter/blog/photo-shuffle-wallpaper-parent-joy/,334,650,text/html
https://www.nytimes.com/2022/06/30/style/cassidy-hutchinson-white-pearls-blazer.html,224,44,text/html
https://www.nytimes.com/wirecutter/reviews/best-packable-camp-towels/,534,694,text/html
https://www.nytimes.com/sitemap/1888/09/,80,58,text/html
https://www.nytimes.com/2019/02/06/fashion/state-of-the-union-white.html,244,41,text/html
https://www.nytimes.com/sitemap/1986/03/,80,59,text/html
https://www.nytimes.com/2023/03/15/well/mind/self-care-womens-health.html,210,34,text/html
https://www.nytimes.com/wirecutter/reviews/best-smartphones/,439,680,text/html
https://www.nytimes.com/wirecutter/blog/smart-displays-vs-digital-photo-frames/,342,657,text/html
https://www.nytimes.com/newsletters/signup/OD,81,29,text/html
https://www.nytimes.com/wirecutter/authors/lesley-stockton/,349,642,text/html
https://www.nytimes.com/wirecutter/reviews/best-photo-editing-apps-for-android-ios/,586,719,text/html
https://www.nytimes.com/wirecutter/authors/harry-sawyers/,321,642,text/html
https://www.nytimes.com/2021/03/11/style/self-care-essential-oils-may-be-wreaking-havoc-on-your-skin.html,227,45,text/html
https://www.nytimes.com/sitemap/1986/01/,80,59,text/html
https://www.nytimes.com/by/rhonda-garelick,249,48,text/html
https://www.nytimes.com/sitemap/1986/11/,80,58,text/html
https://www.nytimes.com/2021/06/09/well/live/natural-deodorant-questions.html,232,45,text/html
https://www.nytimes.com/2023/09/05/dining/restaurant-review-libertine-french-bistro-west-village.html?rref=collection%2Fcollection%2Frestaurant-guide,265,50,text/html
https://www.nytimes.com/2023/08/22/opinion/artificial-intelligence-backflip.html,207,40,text/html
https://www.nytimes.com/wirecutter/blog/google-pixel-fold-review/,364,663,text/html
https://www.nytimes.com/2023/06/20/dining/okdongsik-korea-town-restaurant-review.html,259,45,text/html
https://www.nytimes.com/2022/07/13/well/move/exercise-diet-disease.html,211,35,text/html
https://www.nytimes.com/svc/oembed/json/?url=https%3A%2F%2Fwww.nytimes.com%2F2023%2F10%2F08%2Fstyle%2Fcassidy-hutchinson-book-tour-fashion.html,1,4,application/json
https://www.nytimes.com/2023/06/20/dining/okdongsik-korea-town-restaurant-review.html?rref=collection%2Fcollection%2Frestaurant-guide,259,46,text/html
https://www.nytimes.com/2023/06/29/style/self-care/iv-drips-hangover-cures.html,217,54,text/html
https://www.nytimes.com/sitemap/1986/09/,80,58,text/html
https://www.nytimes.com/2023/09/19/opinion/fatherhood-masculinity-argentina.html,207,37,text/html
https://www.nytimes.com/wirecutter/reviews/break-up-with-your-phone/,475,698,text/html
https://www.nytimes.com/2023/07/11/opinion/npc-video-games-red-dead-redemption.html,205,39,text/html
https://www.nytimes.com/sitemap/1986/06/,80,58,text/html
https://www.nytimes.com/spotlight/scam-or-not,436,62,text/html
https://www.nytimes.com/wirecutter/blog/comparison-tables/,346,659,text/html
https://www.nytimes.com/2023/07/11/dining/hainan-chicken-house-restaurant-sunset-park-review-pete-wells.html,250,40,text/html
https://www.nytimes.com/by/shreya-chattopadhyay,325,49,text/html
https://www.nytimes.com/wirecutter/blog/get-the-most-out-of-your-travel-reward-points/,352,674,text/html
https://www.nytimes.com/column/skin-deep,410,69,text/html
https://www.nytimes.com/wirecutter/reviews/best-slide-in-gas-ranges/,615,709,text/html
https://www.nytimes.com/sitemap/1986/04/,80,58,text/html
https://www.nytimes.com/2023/05/23/opinion/ai-chatbot-relationships.html,209,39,text/html
https://www.nytimes.com/wirecutter/reviews/how-to-set-up-apples-new-icloud-encryption-security-feature/,361,666,text/html
https://www.nytimes.com/wirecutter/guides/how-to-wash-jeans/,352,663,text/html
https://www.nytimes.com/wirecutter/reviews/instant-pot-duo-crisp-review/,421,682,text/html
https://www.nytimes.com/sitemap/1986/02/,79,56,text/html
https://www.nytimes.com/2023/07/25/opinion/detroit-climate-change-dream-hampton.html,215,40,text/html
https://www.nytimes.com/wirecutter/blog/iphone-15-lightning-to-usb-c-charging-port-switch/,334,656,text/html
https://www.nytimes.com/wirecutter/reviews/best-freezer/,484,690,text/html
https://www.nytimes.com/2023/02/27/well/mind/katherine-may-enchantment.html,215,35,text/html
https://www.nytimes.com/wirecutter/authors/michael-sullivan/,357,641,text/html
https://www.nytimes.com/sitemap/1906/06/,80,58,text/html
https://www.nytimes.com/2023/05/15/style/martha-stewart-sports-illustrated-cover.html,215,40,text/html
https://www.nytimes.com/wirecutter/blog/samsung-galaxy-s23-ultra-camera/,433,683,text/html
https://www.nytimes.com/sitemap/1986/12/,80,59,text/html
https://www.nytimes.com/video/opinion/100000009022454/clean.html,1110,101,text/html
https://www.nytimes.com/wirecutter/reviews/best-led-lantern/,668,759,text/html
https://www.nytimes.com/svc/oembed/json/?url=https%3A%2F%2Fwww.nytimes.com%2F2023%2F10%2F05%2Fstyle%2Fsomething-old-world-something-new.html,1,4,application/json
https://www.nytimes.com/sitemap/1974/08/,80,59,text/html
https://www.nytimes.com/wirecutter/reviews/the-best-cheap-scanner/,521,686,text/html
https://www.nytimes.com/sitemap/1986/10/,80,59,text/html
https://www.nytimes.com/wirecutter/reviews/best-lightning-cable/,632,747,text/html
https://www.nytimes.com/wirecutter/reviews/great-gear-for-picnics-and-grilling/,857,818,text/html
https://www.nytimes.com/2023/09/18/style/money-relationships-your-stories.html,196,30,text/html
https://www.nytimes.com/2023/03/30/well/move/running-shoes.html,217,52,text/html
https://www.nytimes.com/wirecutter/blog/vinyl-affordable-accessories/,374,671,text/html
https://www.nytimes.com/wirecutter/authors/megan-wollerton/,309,643,text/html
https://www.nytimes.com/wirecutter/reviews/best-pellet-grill/,551,699,text/html
https://www.nytimes.com/svc/oembed/json/?url=https%3A%2F%2Fwww.nytimes.com%2F2023%2F10%2F05%2Fmagazine%2Fjudge-john-hodgman-chores.html,1,4,application/json
https://www.nytimes.com/wirecutter/reviews/best-micro-usb-cable/,527,694,text/html
https://www.nytimes.com/sitemap/1974/11/,80,58,text/html
https://www.nytimes.com/wirecutter/blog/how-to-find-the-best-carry-on-suitcase/,344,657,text/html
https://www.nytimes.com/2023/08/18/style/joan-winter-christopher-anderson-wedding.html,260,37,text/html
https://www.nytimes.com/wirecutter/authors/geoff-morrison/,320,640,text/html
https://www.nytimes.com/wirecutter/blog/apple-event-september-2023-recap/,370,668,text/html
https://www.nytimes.com/wirecutter/gifts/personalized-photo-gifts/,429,677,text/html
https://www.nytimes.com/wirecutter/reviews/best-wall-ovens/,542,700,text/html
https://www.nytimes.com/wirecutter/blog/cheap-record-players/,366,669,text/html
https://www.nytimes.com/2021/06/15/style/you-may-not-want-to-get-your-beauty-tips-from-tiktok.html,231,38,text/html
https://www.nytimes.com/2022/07/22/well/move/pilates-exercise-flexibility.html,252,46,text/html
https://www.nytimes.com/wirecutter/reviews/best-online-framing-services/,492,684,text/html
https://www.nytimes.com/wirecutter/reviews/best-french-door-refrigerators/,671,715,text/html
https://www.nytimes.com/2023/09/11/style/robin-roberts-amber-laign-wedding.html,252,39,text/html
https://www.nytimes.com/wirecutter/blog/how-to-switch-from-iphone-to-android/,381,672,text/html
https://www.nytimes.com/wirecutter/lists/most-popular-clothing-picks-2022/,621,964,text/html
https://www.nytimes.com/sitemap/1974/01/,80,59,text/html
https://www.nytimes.com/sitemap/1974/03/,80,59,text/html
https://www.nytimes.com/wirecutter/reviews/are-away-carry-ons-worth-the-hype/,412,673,text/html
https://www.nytimes.com/wirecutter/electronics/smartphones/2/,528,730,text/html
https://www.nytimes.com/sitemap/1853/05/,78,54,text/html
https://www.nytimes.com/interactive/2018/01/04/style/boomer-divorce-2017.html,74,31,text/html
https://www.nytimes.com/2022/07/08/dining/athletic-greens.html,246,50,text/html
https://www.nytimes.com/2022/07/18/well/eat/teeth-decay-food-drinks.html,234,39,text/html
https://www.nytimes.com/wirecutter/reviews/the-best-ice-cream-scoop/,441,699,text/html
https://www.nytimes.com/wirecutter/lists/google-assistant-smart-home-starter-kit/,469,774,text/html
https://www.nytimes.com/2021/03/10/style/former-culinary-couple-divorce-blended-family.html,237,41,text/html
https://www.nytimes.com/wirecutter/authors/tim-heffernan/,355,641,text/html
https://www.nytimes.com/wirecutter/reviews/best-budget-android-phone/,526,682,text/html
https://www.nytimes.com/sitemap/1853/03/,79,55,text/html
https://www.nytimes.com/2022/01/25/dining/air-fryer.html,287,75,text/html
https://www.nytimes.com/sitemap/1974/05/,80,59,text/html
https://www.nytimes.com/wirecutter/lists/sick-day-survival-kit-for-kids-and-parents/,406,722,text/html
https://www.nytimes.com/wirecutter/reviews/travelpro-luggage-review/,355,660,text/html
https://www.nytimes.com/sitemap/1853/01/,78,54,text/html
https://www.nytimes.com/wirecutter/blog/what-are-passkeys-and-how-they-can-replace-passwords/,358,664,text/html
https://www.nytimes.com/article/wedding-feature-submission-form.html,199,40,text/html
https://www.nytimes.com/wirecutter/blog/wyze-security-breach/,338,662,text/html
https://www.nytimes.com/2023/06/22/well/supplements-focus.html,218,50,text/html
https://www.nytimes.com/2023/09/15/well/vitamin-c-skin-care.html,201,39,text/html
https://www.nytimes.com/wirecutter/lists/wirecutter-gardening-picks/,439,774,text/html
https://www.nytimes.com/2023/09/22/style/sasha-digiulian-erik-osterholm-wedding.html,247,36,text/html
https://www.nytimes.com/sitemap/1853/11/,78,54,text/html
https://www.nytimes.com/wirecutter/blog/best-luggage-tracker-apple-airtag/,366,669,text/html
https://www.nytimes.com/wirecutter/blog/can-i-trust-my-bathroom-scale/,337,659,text/html
https://www.nytimes.com/sitemap/1974/07/,80,59,text/html
https://www.nytimes.com/international/section/realestate/mortgage-calculator,339,41,text/html
https://www.nytimes.com/wirecutter/reviews/best-home-bluetooth-speaker/,610,725,text/html
https://www.nytimes.com/sitemap/1853/08/,79,55,text/html
https://www.nytimes.com/column/field-notes,370,49,text/html
https://www.nytimes.com/2023/05/19/well/eat/green-superfood-powders.html,214,41,text/html
https://www.nytimes.com/wirecutter/guides/how-to-buy-a-kitchen-from-ikea/,443,686,text/html
https://www.nytimes.com/2022/07/16/style/self-care/hot-girl-megan-thee-stallion-tik-tok.html,228,48,text/html
https://www.nytimes.com/sitemap/1853/06/,78,54,text/html
https://www.nytimes.com/2023/03/11/style/to-fix-a-broken-marriage-an-experiment-with-polyamory.html,220,31,text/html
https://www.nytimes.com/international/section/realestate/the-high-end,372,59,text/html
https://www.nytimes.com/wirecutter/authors/sabine-heinlein/,312,640,text/html
https://www.nytimes.com/wirecutter/guides/how-to-clean-grill/,446,684,text/html
https://www.nytimes.com/2023/09/06/style/tiktok-missing-tabi-shoes.html,208,36,text/html
https://www.nytimes.com/sitemap/1974/09/,80,58,text/html
https://www.nytimes.com/wirecutter/reviews/what-to-pack-for-summer-camp/,511,727,text/html
https://www.nytimes.com/2023/09/07/style/pearls-jewelry-bride-wedding-day.html,228,39,text/html
https://www.nytimes.com/sitemap/1853/04/,78,54,text/html
https://www.nytimes.com/wirecutter/reviews/best-sports-bras/,796,779,text/html
https://www.nytimes.com/2022/07/29/well/mind/medical-gaslighting.html,232,52,text/html
https://www.nytimes.com/2023/02/13/well/mind/jay-shetty-book-8-rules-love.html,231,46,text/html
https://www.nytimes.com/svc/oembed/json/?url=https%3A%2F%2Fwww.nytimes.com%2F1990%2F02%2F17%2Fobituaries%2Fkeith-haring-artist-dies-at-31-career-began-in-subway-graffiti.html,1,4,application/json
https://www.nytimes.com/sitemap/1853/12/,79,55,text/html
https://www.nytimes.com/2023/09/15/style/morgan-hoit-dylan-pager-wedding.html,213,38,text/html
https://www.nytimes.com/wirecutter/money/spacesaver-storage-bag-deals/,347,661,text/html
https://www.nytimes.com/sitemap/1974/10/,80,59,text/html
https://www.nytimes.com/2023/09/02/business/media/montana-tiktok-ban.html,268,39,text/html
https://www.nytimes.com/2023/09/22/style/emilio-quines-jr-angie-cruz-wedding.html,214,36,text/html
https://www.nytimes.com/wirecutter/authors/pamela-appea/,298,638,text/html
https://www.nytimes.com/sitemap/1853/02/,78,52,text/html
https://www.nytimes.com/2023/08/30/style/taylor-fritz-morgan-riddle.html,258,52,text/html
https://www.nytimes.com/wirecutter/reviews/best-extension-cords-for-your-home-and-garage/,608,717,text/html
https://www.nytimes.com/svc/oembed/json/?url=https%3A%2F%2Fwww.nytimes.com%2F2023%2F10%2F05%2Fmagazine%2Fpoem-jobs-for-the-weekend.html,1,4,application/json
https://www.nytimes.com/sitemap/2005/11/,80,58,text/html
https://www.nytimes.com/wirecutter/authors/zoe-vanderweide/,324,639,text/html
https://www.nytimes.com/svc/oembed/json/?url=https%3A%2F%2Fwww.nytimes.com%2F2023%2F09%2F01%2Fstyle%2Fthe-internet-takes-some-time-off.html,1,4,application/json
https://www.nytimes.com/wirecutter/lists/urban-gardening-starter-kit/,436,738,text/html
https://www.nytimes.com/sitemap/1853/10/,78,54,text/html
https://www.nytimes.com/2023/09/22/style/domenico-montanaro-courtney-norris-wedding.html,211,35,text/html
https://www.nytimes.com/wirecutter/health-fitness/wearables/,354,655,text/html
https://www.nytimes.com/2023/09/02/dining/private-chefs-tiktok-instagram.html,241,46,text/html
https://www.nytimes.com/wirecutter/blog/amazon-counterfeit-fake-products/,417,714,text/html
https://www.nytimes.com/svc/oembed/json/?url=https%3A%2F%2Fwww.nytimes.com%2F2023%2F09%2F08%2Fstyle%2Fthe-tabi-swiper-vs-tiktoks-vigilantes.html,1,4,application/json
https://www.nytimes.com/sitemap/1974/12/,80,59,text/html
https://www.nytimes.com/wirecutter/home-garden/storage-home-garden/,412,678,text/html
https://www.nytimes.com/svc/oembed/json/?url=https%3A%2F%2Fwww.nytimes.com%2F2023%2F08%2F16%2Frealestate%2Fmanasquan-new-jersey.html,1,4,application/json
https://www.nytimes.com/newsletters/signup/LI,54,3,text/html
https://www.nytimes.com/wirecutter/blog/smart-gadgets-save-homes-from-water-leaks/,360,665,text/html
https://www.nytimes.com/sitemap/1853/09/,78,54,text/html
https://www.nytimes.com/newsletters/signup/IHO,81,29,text/html
https://www.nytimes.com/sitemap/2005/03/,80,59,text/html
https://www.nytimes.com/2023/08/25/style/trump-mugshot.html,235,56,text/html
https://www.nytimes.com/sitemap/1853/07/,78,54,text/html
https://www.nytimes.com/wirecutter/reviews/cuisinart-toaster-oven-review/,354,657,text/html
https://www.nytimes.com/2019/05/15/realestate/asbury-park-nj-a-seaside-community-reborn.html,403,45,text/html
https://www.nytimes.com/sitemap/1974/02/,79,56,text/html
https://www.nytimes.com/wirecutter/health-fitness/medical-supplies/,387,669,text/html
https://www.nytimes.com/2022/10/28/nyregion/hurricane-sandy-timeline.html,256,63,text/html
https://www.nytimes.com/svc/oembed/json/?url=https%3A%2F%2Fwww.nytimes.com%2F2023%2F10%2F06%2Fbooks%2Freview%2Ffamily-meal-bryan-washington.html,1,4,application/json
https://www.nytimes.com/2023/08/26/style/folding-chair-alabama-riverfront-brawl.html,226,46,text/html
https://www.nytimes.com/wirecutter/blog/are-8-out-of-10-bra-wearers-really-wearing-the-wrong-size/,345,665,text/html
https://www.nytimes.com/sitemap/2005/01/,80,59,text/html
https://www.nytimes.com/sitemap/1962/10/,80,59,text/html
https://www.nytimes.com/wirecutter/reviews/best-toolbox/,614,716,text/html
https://www.nytimes.com/slideshow/2023/08/16/realestate/living-in-manasquan-nj.html,230,5,text/html
https://www.nytimes.com/wirecutter/reviews/best-non-contact-voltage-tester/,432,672,text/html
https://www.nytimes.com/sitemap/1974/04/,80,58,text/html
https://www.nytimes.com/wirecutter/blog/great-gifts-for-kids-and-what-makes-them-great/,353,660,text/html
https://www.nytimes.com/2021/11/18/realestate/long-branch-nj-a-shore-city-with-a-mix-of-styles-and-a-comeback-spirit.html,400,36,text/html
https://www.nytimes.com/wirecutter/blog/cheap-costco-champagne/,336,658,text/html
https://www.nytimes.com/sitemap/1962/12/,79,55,text/html
https://www.nytimes.com/wirecutter/reviews/closet-organizing-ideas/,803,796,text/html
https://www.nytimes.com/sitemap/2005/08/,80,59,text/html
https://www.nytimes.com/sitemap/1962/02/,79,56,text/html
https://www.nytimes.com/2023/02/15/realestate/freehold-nj-monmouth-county.html,380,35,text/html
https://www.nytimes.com/sitemap/1974/06/,80,58,text/html
https://www.nytimes.com/sitemap/1865/09/,80,58,text/html
https://www.nytimes.com/wirecutter/money/new-dyson-v12-cordless-vacuum-black-friday-sale/,391,665,text/html
https://www.nytimes.com/wirecutter/blog/why-we-recommend-air-fryers/,339,656,text/html
https://www.nytimes.com/sitemap/1962/04/,80,58,text/html
https://www.nytimes.com/wirecutter/money/plan-vacation-post-coronavirus/,388,688,text/html
https://www.nytimes.com/sitemap/1962/07/,80,59,text/html
https://www.nytimes.com/wirecutter/reviews/best-subwoofer-for-home/,659,728,text/html
https://www.nytimes.com/wirecutter/reviews/a-great-shop-vacuum-or-wet-dry-vac/,560,688,text/html
https://www.nytimes.com/sitemap/1865/04/,80,58,text/html
https://www.nytimes.com/wirecutter/blog/ask-wirecutter-porch-pirate-prevention/,364,668,text/html
https://www.nytimes.com/sitemap/1865/06/,80,58,text/html
https://www.nytimes.com/2019/08/09/realestate/converting-to-geothermal-energy.html,224,45,text/html
https://www.nytimes.com/sitemap/1962/09/,80,58,text/html
https://www.nytimes.com/wirecutter/blog/ask-wirecutter-early-tech-adopter/,351,667,text/html
https://www.nytimes.com/wirecutter/reviews/simple-human-trash-can-review/,355,658,text/html
https://www.nytimes.com/wirecutter/money/how-do-credit-cards-work/,398,672,text/html
https://www.nytimes.com/sitemap/1962/01/,80,59,text/html
https://www.nytimes.com/wirecutter/authors/kalee-thompson/,317,642,text/html
https://www.nytimes.com/wirecutter/lists/most-popular-gifts-2022/,614,961,text/html
https://www.nytimes.com/wirecutter/reviews/best-mobile-wi-fi-hotspot/,546,705,text/html
https://www.nytimes.com/wirecutter/reviews/best-smartwatches/,370,659,text/html
https://www.nytimes.com/2022/09/13/climate/climate-law-tax-credits.html,215,40,text/html
https://www.nytimes.com/sitemap/1865/12/,80,59,text/html
https://www.nytimes.com/sitemap/1865/02/,79,56,text/html
https://www.nytimes.com/wirecutter/blog/best-cell-phone-for-seniors/,332,657,text/html
https://www.nytimes.com/2020/12/15/climate/america-next-decade-climate.html,244,50,text/html
