URLs Downloaded, SizeKB, # of outlinks found, Content-type
https://www.nytimes.com/2023/09/28/arts/television/sterlin-harjo-reservation-dogs-finale.html,240,42,text/html
https://www.nytimes.com/wirecutter/masthead/,361,700,text/html
https://www.nytimes.com/wirecutter/reviews/best-hiking-boots/,728,735,text/html
https://www.nytimes.com/2023/09/25/well/live/menopause-painful-sex.html,219,44,text/html
https://www.nytimes.com/sitemap/1949/01/,80,59,text/html
https://www.nytimes.com/wirecutter/reviews/the-best-hose-nozzle/,483,681,text/html
https://www.nytimes.com/2023/09/28/opinion/trump-debate-milley.html,217,63,text/html
https://www.nytimes.com/wirecutter/reviews/best-portable-power-stations/,645,740,text/html
https://www.nytimes.com/2023/09/26/business/truck-stops-electric-vehicles.html,254,35,text/html
https://www.nytimes.com/wirecutter/reviews/best-robes/,647,751,text/html
https://www.nytimes.com/wirecutter/reviews/best-home-air-quality-monitor/,531,700,text/html
https://www.nytimes.com/2023/09/28/t-magazine/chelsea-new-york-art.html,341,44,text/html
https://www.nytimes.com/2023/09/25/books/review/what-about-men-caitlin-moran.html,210,46,text/html
https://www.nytimes.com/column/lydia-polgreen,298,51,text/html
https://www.nytimes.com/2023/09/27/movies/emma-thompson-writers-strike-content.html,205,46,text/html
https://www.nytimes.com/2023/09/28/climate/biden-drilling-leases.html,224,38,text/html
https://www.nytimes.com/wirecutter/reviews/best-wine-glass/,725,783,text/html
https://www.nytimes.com/2023/09/26/us/san-francisco-mayor-levis-daniel-lurie.html,218,39,text/html
https://www.nytimes.com/wirecutter/money/shopping/,464,710,text/html
https://www.nytimes.com/wirecutter/kitchen-dining/coffee/,478,707,text/html
https://www.nytimes.com/2023/09/26/world/canada/peter-nygard-toronto-sexual-assault-trial.html,204,37,text/html
https://www.nytimes.com/wirecutter/reviews/the-best-fitness-trackers/,595,716,text/html
https://www.nytimes.com/wirecutter/reviews/best-kitchen-towels/,533,699,text/html
https://www.nytimes.com/sitemap/1949/03/,80,59,text/html
https://www.nytimes.com/by/victor-mather,323,49,text/html
https://www.nytimes.com/wirecutter/reviews/best-dog-crate/,613,714,text/html
https://www.nytimes.com/2023/09/29/style/leaf-peeping-town-to-influencers-get-lost.html,226,50,text/html
https://www.nytimes.com/wirecutter/reviews/best-portable-monitor/,524,692,text/html
https://www.nytimes.com/live/2023/09/28/us/republican-debate-gop-fact-check,468,63,text/html
https://www.nytimes.com/wirecutter/deals/best-smart-tv-deals/,318,644,text/html
https://www.nytimes.com/wirecutter/electronics/laptops/,454,695,text/html
https://www.nytimes.com/2023/09/29/pageoneplus/corrections-sept-29-2023.html,158,33,text/html
https://www.nytimes.com/2023/09/27/business/economy/uaw-strikes-gm-ford-stellantis.html,190,40,text/html
https://www.nytimes.com/2023/09/25/world/americas/mexico-abortion-women-border.html,231,44,text/html
https://www.nytimes.com/wirecutter/reviews/best-beach-umbrellas-chairs-and-accessories/,873,829,text/html
https://www.nytimes.com/2023/09/26/technology/ftc-amazon.html,228,49,text/html
https://www.nytimes.com/wirecutter/staff-demographics/,303,636,text/html
https://www.nytimes.com/sitemap/1949/05/,80,59,text/html
https://www.nytimes.com/wirecutter/reviews/best-network-attached-storage/,685,762,text/html
https://www.nytimes.com/wirecutter/reviews/top-10-tools-to-help-you-ride-out-the-next-hurricane/,652,770,text/html
https://www.nytimes.com/2023/09/28/dining/a-somali-pantry-pasta-rich-with-warming-spices.html,215,45,text/html
https://www.nytimes.com/wirecutter/reviews/best-snow-blowers/,617,711,text/html
https://www.nytimes.com/2023/09/30/us/politics/my-body-was-poisoned-bidens-timeline-for-lead-pipe-removal-is-under-scrutiny.html,247,40,text/html
https://www.nytimes.com/wirecutter/reviews/best-bluetooth-speaker/,688,726,text/html
https://www.nytimes.com/2023/09/26/opinion/barbed-wire-american-west.html,259,44,text/html
https://www.nytimes.com/wirecutter/reviews/best-surround-sound-system/,749,751,text/html
https://www.nytimes.com/column/pamela-paul,288,50,text/html
https://www.nytimes.com/slideshow/2023/09/27/realestate/living-in-germantown-ny.html,246,5,text/html
https://www.nytimes.com/live/2023/09/25/world/russia-ukraine-news,838,77,text/html
https://www.nytimes.com/2023/09/28/nyregion/von-hassell-heirlooms-storage-lockers-nyc.html,255,45,text/html
https://www.nytimes.com/2023/09/28/opinion/letters/2024-election-candidates.html,175,34,text/html
https://www.nytimes.com/wirecutter/reviews/best-water-filter-pitcher/,793,736,text/html
https://www.nytimes.com/wirecutter/gifts/best-toys-gifts-for-10-year-olds/,573,745,text/html
https://www.nytimes.com/wirecutter/reviews/best-cat-litter-boxes/,617,704,text/html
https://www.nytimes.com/wirecutter/reviews/best-air-mattress/,507,691,text/html
https://www.nytimes.com/2023/10/05/business/economy/high-interest-rates-us-deficit.html,228,49,text/html
https://www.nytimes.com/wirecutter/reviews/comfortable-ergo-keyboard/,603,714,text/html
https://www.nytimes.com/2023/09/27/business/samsung-hynix-south-korea.html,250,42,text/html
https://www.nytimes.com/wirecutter/lists/cleaning-organizing-picks/,615,977,text/html
https://www.nytimes.com/article/how-to-give-a-gift.html,262,45,text/html
https://www.nytimes.com/2023/09/28/us/politics/trump-fact-check-electric-vehicles.html,207,47,text/html
https://www.nytimes.com/2023/09/27/well/mind/mental-health-mattering-self-esteem.html,205,34,text/html
https://www.nytimes.com/wirecutter/reviews/best-microwave/,625,718,text/html
https://www.nytimes.com/wirecutter/reviews/best-carry-on-travel-bags/,677,761,text/html
https://www.nytimes.com/2023/08/10/us/politics/iran-us-prisoner-swap.html,230,47,text/html
https://www.nytimes.com/wirecutter/reviews/best-air-purifier/,841,763,text/html
https://www.nytimes.com/2023/09/28/technology/china-disinformation-us-state-department.html,223,39,text/html
https://www.nytimes.com/2023/10/01/books/review/death-valley-melissa-broder.html,198,42,text/html
https://www.nytimes.com/2023/09/28/magazine/college-admissions-consultants-ethics.html,238,33,text/html
https://www.nytimes.com/2023/09/26/podcasts/the-daily/senator-menendez-corruption.html,417,76,text/html
https://www.nytimes.com/issue/todaysinyt/2023/09/25/todays-new-york-times-international-edition,464,57,text/html
https://www.nytimes.com/international/section/business/economy,605,60,text/html
https://www.nytimes.com/wirecutter/reviews/best-online-photo-printing/,462,691,text/html
https://www.nytimes.com/wirecutter/electronics/accessories/,466,687,text/html
https://www.nytimes.com/wirecutter/reviews/best-high-chairs/,629,716,text/html
https://www.nytimes.com/2023/09/25/dining/dassai-blue-sake-brewery-hudson-valley.html,240,48,text/html
https://www.nytimes.com/2023/09/26/arts/phillis-wheatley-smithsonian.html,216,50,text/html
https://www.nytimes.com/2023/09/25/nyregion/bronx-day-care-fentanyl-arrest.html,195,38,text/html
https://www.nytimes.com/2023/09/29/magazine/the-lawyer-trying-to-hold-gunmakers-responsible-for-mass-shootings.html,347,48,text/html
https://www.nytimes.com/2023/10/01/business/media/actors-strike-duncan-crabtree-ireland.html,220,43,text/html
https://www.nytimes.com/section/opinion/environment,298,51,text/html
https://www.nytimes.com/wirecutter/reviews/the-best-bathroom-scales/,475,692,text/html
https://www.nytimes.com/column/nicholas-kristof,305,59,text/html
https://www.nytimes.com/2023/09/29/opinion/cold-medicine-fda.html,208,39,text/html
https://www.nytimes.com/2023/09/27/us/politics/mark-milley-hollyanne.html,229,34,text/html
https://www.nytimes.com/2023/09/28/world/europe/laurence-fox-gb-news-ofcom.html,209,49,text/html
https://www.nytimes.com/2023/09/28/movies/mami-wata-review-obasi.html,213,43,text/html
https://www.nytimes.com/issue/todaysheadlines/2023/09/28/todays-headlines,650,73,text/html
https://www.nytimes.com/2023/09/27/magazine/escabeche-recipe.html,213,34,text/html
https://www.nytimes.com/2023/09/27/us/montana-transgender-ban.html,188,44,text/html
https://www.nytimes.com/2023/10/06/business/economy/september-jobs-report.html,485,57,text/html
https://www.nytimes.com/2023/09/30/movies/ed-begley-jr-temple-of-tranquility.html,213,40,text/html
https://www.nytimes.com/wirecutter/lists/cheap-kitchen-upgrades/,622,969,text/html
https://www.nytimes.com/es/2023/09/26/espanol/armenia-azerbaiyan-nagorno-karabaj.html,272,44,text/html
https://www.nytimes.com/2023/09/27/arts/design/new-york-french-artists-villa-albertine.html,245,39,text/html
https://www.nytimes.com/2023/09/30/magazine/shohei-ohtani.html,253,38,text/html
https://www.nytimes.com/2023/09/26/dining/nyc-restaurant-news.html,235,60,text/html
https://www.nytimes.com/wirecutter/reviews/the-best-instant-read-thermometer/,710,755,text/html
https://www.nytimes.com/2023/09/27/learning/lesson-plan-applying-to-college-in-the-age-of-ai.html,275,46,text/html
https://www.nytimes.com/wirecutter/reviews/best-online-flower-delivery/,683,742,text/html
https://www.nytimes.com/wirecutter/reviews/best-sandals/,539,711,text/html
https://www.nytimes.com/2023/09/26/t-magazine/artist-run-galleries-new-york.html,317,55,text/html
https://www.nytimes.com/2023/09/25/business/dealbook/writers-guild-strike-deal-studios.html,270,74,text/html
https://www.nytimes.com/wirecutter/reviews/best-dog-nail-grinders/,491,681,text/html
https://www.nytimes.com/2023/09/29/us/georgia-trump-scott-hall-guilty-plea.html,216,45,text/html
https://www.nytimes.com/2023/09/26/arts/music/armand-hammer-we-buy-diabetic-test-strips.html,211,40,text/html
https://www.nytimes.com/wirecutter/reviews/the-best-pen/,741,764,text/html
https://www.nytimes.com/2023/09/30/us/newsom-veto-unemployment-pay-strikes.html,199,38,text/html
https://www.nytimes.com/2023/09/28/world/asia/china-activist-taiwan-asylum.html,209,41,text/html
https://www.nytimes.com/2023/09/29/style/fashion-sports-exhibition-paris.html,210,37,text/html
https://www.nytimes.com/2023/09/27/us/politics/general-mark-milley-trump-biden.html,339,44,text/html
https://www.nytimes.com/2023/09/28/arts/music/arthur-russell-city-park.html,231,39,text/html
https://www.nytimes.com/2023/09/27/nyregion/trump-fraud-lawyers.html,223,43,text/html
https://www.nytimes.com/2023/09/29/world/europe/a-us-army-hospital-has-quietly-started-admitting-troops-wounded-in-ukraine.html,185,34,text/html
https://www.nytimes.com/2023/10/01/us/politics/nikki-haley-iowa.html,205,43,text/html
https://www.nytimes.com/column/tressie-mcmillan-cottom,302,50,text/html
https://www.nytimes.com/2023/09/28/world/europe/rotterdam-shooting.html,213,35,text/html
https://www.nytimes.com/wirecutter/lists/,319,651,text/html
https://www.nytimes.com/2023/09/26/style/tiny-modern-love-stories-skin-to-skin.html,235,41,text/html
https://www.nytimes.com/2023/09/30/realestate/smart-lock-or-deadbolt.html,210,38,text/html
https://www.nytimes.com/slideshow/2023/09/26/realestate/at-home-with-jake-cohen-in-long-island-city.html,231,5,text/html
https://www.nytimes.com/newsgraphics/card-story/best-rain-boots,43,8,text/html
https://www.nytimes.com/2023/09/29/nyregion/slime-soho.html,256,49,text/html
https://www.nytimes.com/by/thomas-fuller,607,51,text/html
https://www.nytimes.com/2023/09/29/opinion/republican-gop-trump-2024.html,262,41,text/html
https://www.nytimes.com/2023/09/27/arts/music/bruce-springsteen-postpones-tour.html,184,36,text/html
https://www.nytimes.com/2023/09/29/arts/music/zach-bryan-popcast.html,245,65,text/html
https://www.nytimes.com/wirecutter/reviews/best-bike-helmet-for-commuters/,590,731,text/html
https://www.nytimes.com/2023/09/25/opinion/us-child-poverty.html,228,74,text/html
https://www.nytimes.com/wirecutter/reviews/best-toaster/,809,764,text/html
https://www.nytimes.com/2023/09/29/dining/homemade-cinnamon-rolls-recipe.html,223,39,text/html
https://www.nytimes.com/2023/09/25/business/wga-writers-strike-deal-explained.html,195,43,text/html
https://www.nytimes.com/wirecutter/reviews/best-bookshelf-speakers/,644,732,text/html
https://www.nytimes.com/wirecutter/reviews/the-best-washer-and-dryer/,1087,834,text/html
https://www.nytimes.com/by/patrick-kingsley,374,49,text/html
https://www.nytimes.com/2023/09/28/movies/dancing-in-the-dust-review.html,208,47,text/html
https://www.nytimes.com/2023/09/28/us/politics/biden-mccain-library.html,271,44,text/html
https://www.nytimes.com/2023/09/28/crosswords/wordle-review-answer-831.html,219,38,text/html
https://www.nytimes.com/2023/09/29/world/europe/france-baguette.html,245,34,text/html
https://www.nytimes.com/wirecutter/reviews/technivorm-moccamaster-review/,382,665,text/html
https://www.nytimes.com/wirecutter/reviews/best-two-player-board-games/,588,757,text/html
https://www.nytimes.com/2023/09/30/us/politics/fentanyl-republicans-gop-primary.html,261,44,text/html
https://www.nytimes.com/2023/09/29/magazine/ring-family-heirloom-ethics.html,231,33,text/html
https://www.nytimes.com/2023/09/28/business/european-central-bank-artificial-intelligence.html,204,47,text/html
https://www.nytimes.com/2023/09/25/learning/word-of-the-day-littoral.html,206,36,text/html
https://www.nytimes.com/2023/09/26/us/lincoln-assassination-our-american-cousin-fords-theater.html,197,38,text/html
https://www.nytimes.com/2023/09/26/sports/basketball/phil-sellers-dead.html,211,39,text/html
https://www.nytimes.com/interactive/2023/09/25/world/europe/london-parks.html,172,37,text/html
https://www.nytimes.com/2023/09/28/style/biden-dog-biting-training.html,210,40,text/html
https://www.nytimes.com/wirecutter/reviews/best-cannabis-grinder/,504,687,text/html
https://www.nytimes.com/2023/09/25/business/air-force-joby-electric-air-taxi.html,199,39,text/html
https://www.nytimes.com/2023/09/29/health/mosquitoes-genetic-engineering.html,423,59,text/html
https://www.nytimes.com/video/world/asia/100000009109486/pakistan-bombing.html,1719,100,text/html
https://www.nytimes.com/2023/09/27/us/military-base-closure-cleanup.html,267,33,text/html
https://www.nytimes.com/2023/09/29/t-magazine/bykert-gallery.html,286,43,text/html
https://www.nytimes.com/2023/09/29/realestate/floating-houses-floods-climate-change.html,209,41,text/html
https://www.nytimes.com/2023/09/28/style/vogue-open-casting-models.html,216,41,text/html
https://www.nytimes.com/2023/09/28/us/politics/biden-government-shutdown-strategy.html,223,44,text/html
https://www.nytimes.com/2023/09/28/business/economy/wyoming-clean-energy-investment.html,244,50,text/html
https://www.nytimes.com/2023/09/30/us/politics/jamaal-bowman-fire-alarm-house.html,189,40,text/html
https://www.nytimes.com/2023/10/01/books/review/haunting-on-the-hill-elizabeth-hand.html,220,41,text/html
https://www.nytimes.com/wirecutter/reviews/best-strategy-board-games/,494,711,text/html
https://www.nytimes.com/wirecutter/reviews/best-cable-modem/,612,724,text/html
https://www.nytimes.com/2023/09/28/theater/michael-gambon-theater-appraisal.html,190,41,text/html
https://www.nytimes.com/2023/09/29/style/rick-owens-balmain-schiaparelli-maximalism.html,246,42,text/html
https://www.nytimes.com/2023/09/29/business/media/fact-checkers-misinformation.html,258,71,text/html
https://www.nytimes.com/2023/09/26/arts/dance/a-dance-festival-making-movement-democratic.html,227,40,text/html
https://www.nytimes.com/wirecutter/reviews/best-dehumidifier/,537,694,text/html
https://www.nytimes.com/wirecutter/reviews/best-bathroom-rugs-and-bath-mats/,502,683,text/html
https://www.nytimes.com/2023/09/26/science/elephants-blindfold-walking.html,214,35,text/html
https://www.nytimes.com/article/how-to-do-makeup.html,299,54,text/html
https://www.nytimes.com/2023/09/28/briefing/government-shutdown.html,274,86,text/html
https://www.nytimes.com/2023/09/30/style/milan-fashion-week-street-style.html,274,44,text/html
https://www.nytimes.com/2023/09/26/us/politics/supreme-court-alabama-voting-map.html,201,36,text/html
https://www.nytimes.com/2023/09/27/world/middleeast/iraq-wedding-hall-fire.html,247,35,text/html
https://www.nytimes.com/wirecutter/reviews/the-best-universal-remote-control/,506,679,text/html
https://www.nytimes.com/2023/09/26/world/middleeast/iraq-wedding-fire.html,184,30,text/html
https://www.nytimes.com/2023/09/29/us/headlines-nyt-audio-app.html,252,69,text/html
https://www.nytimes.com/2023/09/25/fashion/barbara-mullen-dead.html,233,43,text/html
https://www.nytimes.com/2023/09/25/world/europe/canada-ukraine-nazi-apology.html,208,45,text/html
https://www.nytimes.com/2023/09/29/books/review/coming-and-going-jim-goldberg.html,208,44,text/html
https://www.nytimes.com/2023/09/25/opinion/democrats-age.html,219,48,text/html
https://www.nytimes.com/es/2023/09/27/espanol/metro-corea-del-sur.html,245,40,text/html
https://www.nytimes.com/video/world/europe/100000009112224/spain-nightclub-fire-murcia.html,1634,101,text/html
https://www.nytimes.com/wirecutter/reviews/best-dog-harness/,638,717,text/html
https://www.nytimes.com/2023/09/29/style/jackie-brew-robert-hayes-wedding.html,213,37,text/html
https://www.nytimes.com/2023/09/29/briefing/the-weekender.html,234,43,text/html
https://www.nytimes.com/live/2023/09/29/us/government-shutdown,1576,118,text/html
https://www.nytimes.com/interactive/2023/09/25/books/booksupdate/iconic-characters-quiz.html,170,37,text/html
https://www.nytimes.com/wirecutter/blog/best-ways-to-track-your-kid/,396,686,text/html
https://www.nytimes.com/2023/09/28/business/media/republican-debate-ratings.html,189,40,text/html
https://www.nytimes.com/2023/09/27/dining/pizza-chicken-is-a-surefire-weeknight-winner.html,223,44,text/html
https://www.nytimes.com/es/2023/09/25/espanol/mexico-aborto-frontera.html,231,42,text/html
https://www.nytimes.com/interactive/2023/09/29/upshot/flashback.html,130,29,text/html
https://www.nytimes.com/wirecutter/reviews/best-packing-cubes/,508,700,text/html
https://www.nytimes.com/2023/09/30/nyregion/mary-harron-director-daliland.html,227,35,text/html
https://www.nytimes.com/2023/09/26/climate/iea-road-map-renewable-energy.html,207,38,text/html
https://www.nytimes.com/newsgraphics/card-story/wirecutter-declutter-tips,57,13,text/html
https://www.nytimes.com/2023/09/27/arts/music/nashawn-breedlove-8-mile-dead.html,201,41,text/html
https://www.nytimes.com/2023/09/29/style/love-letter-newsletter-touch-free-orgasms-cryogenics-and-a-secret-beloved.html,209,35,text/html
https://www.nytimes.com/2023/09/29/business/wall-street-stocks-bonds.html,205,41,text/html
https://www.nytimes.com/by/erin-schaff,536,49,text/html
https://www.nytimes.com/wirecutter/reviews/our-favorite-paper-planners/,878,862,text/html
https://www.nytimes.com/issue/todaysinyt/2023/09/29/todays-new-york-times-international-edition,553,61,text/html
https://www.nytimes.com/2023/09/27/us/politics/chinese-hackers-state-department.html,189,36,text/html
https://www.nytimes.com/2023/09/27/health/peace-corps-mental-health.html,224,42,text/html
https://www.nytimes.com/2023/09/28/opinion/aging-public-health-healthspan.html,229,64,text/html
https://www.nytimes.com/2023/09/26/nyregion/staten-island-migrant-shelter-judge.html,205,38,text/html
https://www.nytimes.com/wirecutter/reviews/best-pumping-bra/,522,693,text/html
https://www.nytimes.com/2023/09/27/business/oil-price-100-barrel.html,208,42,text/html
https://www.nytimes.com/es/2023/09/29/espanol/nicaragua-ortega-casas.html,224,41,text/html
https://www.nytimes.com/es/2023/09/29/espanol/opinion/amazon-demanda.html,219,55,text/html
https://www.nytimes.com/2023/09/28/movies/flora-and-son-review.html,214,44,text/html
https://www.nytimes.com/2023/09/29/movies/netflix-expiring-october-ferris-bueller.html,206,51,text/html
https://www.nytimes.com/2023/09/27/arts/music/berlin-state-opera-christian-thielemann.html,218,45,text/html
https://www.nytimes.com/2023/09/28/business/ibm-ai-data.html,207,44,text/html
https://www.nytimes.com/2023/09/29/opinion/government-shutdown-national-debt.html,240,45,text/html
https://www.nytimes.com/2023/09/29/style/carlos-paz-jr-abigail-diaz-wedding.html,212,33,text/html
https://www.nytimes.com/2023/09/29/us/navy-seal-drug-testing.html,210,40,text/html
https://www.nytimes.com/newsgraphics/card-story/wirecutter-best-mattress,47,9,text/html
https://www.nytimes.com/2023/09/26/books/review/lisa-m-hamilton-the-hungry-season.html,219,45,text/html
https://www.nytimes.com/2023/09/27/opinion/editorials/uaw-strike-workweek-hours.html,219,50,text/html
https://www.nytimes.com/2023/09/27/travel/las-vegas-sphere-grand-prix-sports.html,272,47,text/html
https://www.nytimes.com/2023/10/01/nyregion/metropolitan-diary.html,232,34,text/html
https://www.nytimes.com/2023/10/01/us/politics/mccarthy-shutdown-turnabout.html,290,42,text/html
https://www.nytimes.com/2023/09/30/arts/music/bradley-cooper-maestro-learning-to-conduct.html,275,67,text/html
https://www.nytimes.com/issue/todayspaper/2023/09/29/todays-new-york-times,967,65,text/html
https://www.nytimes.com/wirecutter/reviews/best-cat-litter/,654,747,text/html
https://www.nytimes.com/2023/09/26/technology/amazon-ftc-lawsuit-antitrust.html,204,41,text/html
https://www.nytimes.com/2023/09/29/your-money/medical-debt-credit-reports.html,224,54,text/html
https://www.nytimes.com/2023/09/30/books/review/extremely-online-taylor-lorenz.html,206,42,text/html
https://www.nytimes.com/by/michael-d-shear,507,50,text/html
https://www.nytimes.com/2023/09/25/health/cannabis-adolescents-dispensaries.html,189,35,text/html
https://www.nytimes.com/2023/10/01/us/politics/immigration-desantis-trump.html,236,56,text/html
https://www.nytimes.com/wirecutter/hobby-crafts/games-puzzles/,438,687,text/html
https://www.nytimes.com/2023/09/25/crosswords/spelling-bee-forum.html,243,40,text/html
https://www.nytimes.com/2023/09/28/pageoneplus/corrections-sept-28-2023.html,163,36,text/html
https://www.nytimes.com/2023/09/29/style/fareez-giga-will-gleason-wedding.html,213,36,text/html
https://www.nytimes.com/2023/09/28/podcasts/the-daily/uaw-strike.html,294,79,text/html
https://www.nytimes.com/2023/09/27/us/politics/vivek-ramaswamy-debate-china-ukraine.html,185,37,text/html
https://www.nytimes.com/2023/09/25/world/europe/matteo-messina-denaro-dead.html,226,38,text/html
https://www.nytimes.com/article/how-to-pack-a-suitcase.html,296,58,text/html
https://www.nytimes.com/2023/09/25/style/office-fleece-sweater-jacket.html,197,34,text/html
https://www.nytimes.com/wirecutter/lists/the-gear-to-get-reliable-wi-fi-in-any-home/,414,725,text/html
https://www.nytimes.com/2023/09/26/books/review/mohamed-mbougar-sarr-most-secret-memory-of-men.html,205,45,text/html
https://www.nytimes.com/2023/09/28/podcasts/148-days-on-strike-kerry-washingtons-mystery-menstrual-syncing.html,227,44,text/html
https://www.nytimes.com/2023/09/28/learning/word-of-the-day-griot.html,206,36,text/html
https://www.nytimes.com/wirecutter/money/cozy-week-deals-2023/,460,677,text/html
https://www.nytimes.com/2023/09/28/science/saturn-rings-moons-formation.html,204,44,text/html
https://www.nytimes.com/2023/09/25/nyregion/menendez-bribery-charges.html,262,47,text/html
https://www.nytimes.com/wirecutter/deals/best-electronics-deals/,649,715,text/html
https://www.nytimes.com/2023/09/29/briefing/ukraine-shooting-rotterdam.html,249,67,text/html
https://www.nytimes.com/2023/10/01/us/supreme-court-docket-guns-free-speech.html,242,56,text/html
https://www.nytimes.com/interactive/2023/09/29/arts/weekend-editors-picks-flora-and-son.html,542,36,text/html
https://www.nytimes.com/2023/09/25/arts/true-crime-streaming-women-criminals.html,225,40,text/html
https://www.nytimes.com/wirecutter/reviews/safety-essentials-for-your-home/,520,705,text/html
https://www.nytimes.com/2023/09/26/well/family/dating-after-60.html,236,47,text/html
https://www.nytimes.com/issue/todayspaper/2023/09/25/todays-new-york-times,751,64,text/html
https://www.nytimes.com/2023/09/26/world/europe/bulgarian-spying-charges-uk-russia.html,199,36,text/html
https://www.nytimes.com/2023/09/30/world/middleeast/israel-peace-oasis-village.html,265,34,text/html
https://www.nytimes.com/2023/09/27/us/politics/trump-autoworkers-detroit.html,212,43,text/html
https://www.nytimes.com/2023/10/01/science/nobel-prize-science-impact.html,207,48,text/html
https://www.nytimes.com/2023/09/26/podcasts/headlines-nyt-audio-app.html,247,66,text/html
https://www.nytimes.com/2023/03/27/world/middleeast/israel-netanyahu-ben-gvir.html,199,40,text/html
https://www.nytimes.com/2023/09/28/us/marriage-fraud-california-immigration.html,197,35,text/html
https://www.nytimes.com/2023/09/26/realestate/i-could-nosh-cookbook-jake-cohen.html,357,40,text/html
https://www.nytimes.com/2023/09/30/dining/gorgeous-thieboudienne-maple-butter-roast-chicken-and-gochujang-potato-stew.html,215,43,text/html
https://www.nytimes.com/es/2023/10/01/espanol/reto-viral-bebe-queso-huevo.html,205,43,text/html
https://www.nytimes.com/2023/09/26/opinion/ezra-klein-podcast-ken-white.html,558,65,text/html
https://www.nytimes.com/2023/09/27/science/endel-tulving-dead.html,206,36,text/html
https://www.nytimes.com/2023/09/27/us/politics/us-government-shutdown-recession.html,216,38,text/html
https://www.nytimes.com/wirecutter/reviews/best-handheld-vacuum/,654,731,text/html
https://www.nytimes.com/2023/09/26/world/europe/sweden-nato-turkey-fighter-jets.html,191,41,text/html
https://www.nytimes.com/2023/09/26/us/politics/democrats-menendez-senate.html,219,44,text/html
https://www.nytimes.com/2023/09/29/briefing/dianne-feinstein-flooding-new-york-city.html,267,74,text/html
https://www.nytimes.com/2023/09/28/magazine/judge-john-hodgman-naming-children.html,186,32,text/html
https://www.nytimes.com/2023/09/30/opinion/uaw-strike-unions.html,233,53,text/html
https://www.nytimes.com/2023/09/25/briefing/writers-strike-hollywood.html,271,86,text/html
https://www.nytimes.com/by/paul-krugman,294,50,text/html
https://www.nytimes.com/by/shivani-vora,292,48,text/html
https://www.nytimes.com/2023/09/29/style/dalijah-franklin-willie-francois-wedding.html,277,38,text/html
https://www.nytimes.com/2023/09/28/world/middleeast/israel-yom-kippur-protests.html,225,48,text/html
https://www.nytimes.com/2023/09/27/NYT-Presents/miss-usa-pageant-reno-scandal.html,225,28,text/html
https://www.nytimes.com/2023/09/30/arts/music/u2-sphere-las-vegas.html,225,38,text/html
https://www.nytimes.com/2023/09/28/crosswords/variety-cryptic-crossword.html,193,39,text/html
https://www.nytimes.com/2023/09/26/opinion/columnists/recession-federal-reserve-paul-krugman-peter-coy.html,257,54,text/html
https://www.nytimes.com/2023/09/29/arts/television/billions-recap-episode-8.html,224,39,text/html
https://www.nytimes.com/issue/todaysheadlines/2023/09/30/todays-headlines,622,71,text/html
https://www.nytimes.com/wirecutter/about/,315,650,text/html
https://www.nytimes.com/2023/09/25/t-magazine/new-york-gallery-shows.html,402,68,text/html
https://www.nytimes.com/2023/09/26/briefing/philippines-south-china-sea-ukraine-nagorno-karabakh.html,244,60,text/html
https://www.nytimes.com/by/helene-cooper,530,51,text/html
https://www.nytimes.com/interactive/2023/09/29/health/mosquitoes-new-solutions.html,99,10,text/html
https://www.nytimes.com/2023/09/26/us/politics/democrats-special-elections-biden.html,208,45,text/html
https://www.nytimes.com/2023/09/26/nyregion/trump-james-fraud-trial.html,220,41,text/html
https://www.nytimes.com/2023/09/28/technology/huawei-greece-lobbying-campaign.html,262,47,text/html
https://www.nytimes.com/issue/todaysinyt/2023/09/26/todays-new-york-times-international-edition,477,58,text/html
https://www.nytimes.com/2023/09/28/us/national-parks-shutdown.html,229,43,text/html
https://www.nytimes.com/2023/09/27/briefing/us-soldier-north-korea-iraq-fire-trump.html,238,59,text/html
https://www.nytimes.com/by/lashone-wilson,178,31,text/html
https://www.nytimes.com/by/brooks-barnes,376,49,text/html
https://www.nytimes.com/2023/09/29/crosswords/daily-puzzle-2023-09-30.html,221,43,text/html
https://www.nytimes.com/2023/09/28/world/europe/belarus-disappearance-opposition-swiss-trial.html,194,33,text/html
https://www.nytimes.com/2023/09/26/business/dealbook/biden-trump-uaw-strike.html,263,72,text/html
https://www.nytimes.com/2023/09/28/arts/cocoon-geometric-jeppe-carlsen.html,207,42,text/html
https://www.nytimes.com/wirecutter/reviews/best-school-backpacks-for-elementary-school-students/,705,766,text/html
https://www.nytimes.com/wirecutter/blog/best-kindle-accessories/,344,657,text/html
https://www.nytimes.com/2023/09/29/business/lvmh-bernard-arnault-nikolai-sarkisov-money-laundering.html,200,38,text/html
https://www.nytimes.com/interactive/2023/09/28/travel/things-to-do-chicago.html,180,97,text/html
https://www.nytimes.com/2023/09/27/world/europe/russia-admiral-sokolov-video.html,193,43,text/html
https://www.nytimes.com/2023/09/29/technology/su-zhu-founder-crypto-three-arrows-capital-arrested.html,197,44,text/html
https://www.nytimes.com/2023/09/27/style/peter-do-paris-fashion-week.html,204,43,text/html
https://www.nytimes.com/2023/09/27/us/politics/house-republicans-lloyd-austin-salary.html,199,39,text/html
https://www.nytimes.com/2023/09/29/sports/baseball/phillies-baseball-playoffs-alligator-helmet.html,193,36,text/html
